plant,DATE_TIME,actual_kwh,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,hour_of_day,day_of_year,irradiance_ratio
plant_1,2020-05-16 16:00:00,5959.491071425,31.945855309523807,36.14177540119047,0.18631905705952378,16,137,0.18631905705952378
plant_1,2020-05-16 17:00:00,2952.0566964275,31.40916235,32.052246016666665,0.0932087213833333,17,137,0.0932087213833333
plant_1,2020-05-16 18:00:00,275.2883928625,29.379739349999998,26.67844488333333,0.008846148554976651,18,137,0.008846148554976651
plant_1,2020-05-16 19:00:00,0.0,27.773843579761902,25.173710835714285,0.0,19,137,0.0
plant_1,2020-05-16 20:00:00,0.0,26.609752547619046,24.006616385714285,0.0,20,137,0.0
plant_1,2020-05-16 21:00:00,0.0,25.508788466666665,22.83895318333333,0.0,21,137,0.0
plant_1,2020-05-16 22:00:00,0.0,24.74963269761905,22.099702804761904,0.0,22,137,0.0
plant_1,2020-05-16 23:00:00,0.0,24.370390283333332,22.0790273,0.0,23,137,0.0
plant_1,2020-05-17 00:00:00,0.0,24.0033637,21.570909944047617,0.0,0,138,0.0
plant_1,2020-05-17 01:00:00,0.0,23.773983484375,21.613145309375,0.0,1,138,0.0
plant_1,2020-05-17 02:00:00,0.0,23.40926451547619,21.333184027380955,0.0,2,138,0.0
plant_1,2020-05-17 03:00:00,0.0,23.106247950000004,21.16272228333333,0.0,3,138,0.0
plant_1,2020-05-17 04:00:00,0.0,22.825052916666667,20.967664583333335,0.0,4,138,0.0
plant_1,2020-05-17 05:00:00,0.0,22.56940003452381,21.014346436904763,8.33637205e-05,5,138,8.33637205e-05
plant_1,2020-05-17 06:00:00,777.219642865,22.780542049999998,21.898464,0.029804955638333325,6,138,0.029804955638333325
plant_1,2020-05-17 07:00:00,5937.74821435,23.785956519047616,27.036007041666664,0.21195417485238088,7,138,0.21195417485238088
plant_1,2020-05-17 08:00:00,12564.4558036,25.97143091666667,39.30826661666667,0.43525991499999994,8,138,0.43525991499999994
plant_1,2020-05-17 09:00:00,17692.66473235,28.375963504761906,47.53485876190476,0.6042784054880952,9,138,0.6042784054880952
plant_1,2020-05-17 10:00:00,22159.221429125,30.33595685,51.79666196666666,0.7530183226666667,10,138,0.7530183226666667
plant_1,2020-05-17 11:00:00,25013.164582875,31.88541513452381,60.1113761095238,0.9144147961666667,11,138,0.9144147961666667
plant_1,2020-05-17 12:00:00,20181.87008905,33.05976041666667,56.041961300000004,0.7314588040000001,12,138,0.7314588040000001
plant_1,2020-05-17 13:00:00,16702.277678325,33.680019560714285,50.87901851904762,0.5605612115714285,13,138,0.5605612115714285
plant_1,2020-05-17 14:00:00,15158.1178571,34.24005043333334,48.93140163333333,0.5259670066666666,14,138,0.5259670066666666
plant_1,2020-05-17 15:00:00,15370.110267850001,34.98917440952381,49.21295312023809,0.5185228104285714,15,138,0.5185228104285714
plant_1,2020-05-17 16:00:00,10250.1885417,31.174709830952377,38.86334765595238,0.3352452847619047,16,138,0.3352452847619047
plant_1,2020-05-17 17:00:00,3198.65133921,27.844508734523806,30.243215540476193,0.10356787474523806,17,138,0.10356787474523806
plant_1,2020-05-17 18:00:00,238.1571428575,26.157002700000003,25.36307478333333,0.008707614050644949,18,138,0.008707614050644949
plant_1,2020-05-17 19:00:00,0.0,25.89215509285714,24.07597265119048,0.0,19,138,0.0
plant_1,2020-05-17 20:00:00,0.0,25.4372325,24.018703249999998,0.0,20,138,0.0
plant_1,2020-05-17 21:00:00,0.0,22.672175189285714,21.616323048809523,0.0,21,138,0.0
plant_1,2020-05-17 22:00:00,0.0,21.282171183333332,20.5714665,0.0,22,138,0.0
plant_1,2020-05-17 23:00:00,0.0,21.229909388095237,20.605397145238094,0.0,23,138,0.0
plant_1,2020-05-18 00:00:00,0.0,21.119113166666665,20.534996016666668,0.0,0,139,0.0
plant_1,2020-05-18 01:00:00,0.0,21.017826299999996,20.409069783333333,0.0,1,139,0.0
plant_1,2020-05-18 02:00:00,0.0,21.079607952380954,20.260328083333334,0.0,2,139,0.0
plant_1,2020-05-18 03:00:00,0.0,21.342248533333333,20.76537223333333,0.0,3,139,0.0
plant_1,2020-05-18 04:00:00,0.0,21.161303357142856,20.12031880119048,0.0,4,139,0.0
plant_1,2020-05-18 05:00:00,0.0,21.146922449999998,19.957759616666667,0.000129991415833325,5,139,0.000129991415833325
plant_1,2020-05-18 06:00:00,1253.0294643197499,21.505703271428573,21.206793042857143,0.042866835285238075,6,139,0.042866835285238075
plant_1,2020-05-18 07:00:00,5165.076785775,22.459750416666665,26.47023108333333,0.16711463099999999,7,139,0.16711463099999999
plant_1,2020-05-18 08:00:00,3438.9758928749998,23.406023174999998,26.899411533333332,0.10386008539404758,8,139,0.10386008539404758
plant_1,2020-05-18 09:00:00,3503.555803525,23.757182816666663,27.298904366666665,0.10537978321666665,9,139,0.10537978321666665
plant_1,2020-05-18 10:00:00,6910.933928575,24.01112490595238,28.96312941547619,0.20958487426666667,10,139,0.20958487426666667
plant_1,2020-05-18 11:00:00,13432.91875005,25.126056416666664,38.40726119999999,0.42150088016666665,11,139,0.42150088016666665
plant_1,2020-05-18 12:00:00,17865.010267849997,26.44752098333333,44.38732865,0.577475432,12,139,0.577475432
plant_1,2020-05-18 13:00:00,22601.800892875,27.343820420238092,47.82486024404762,0.7671310242380952,13,139,0.7671310242380952
plant_1,2020-05-18 14:00:00,14792.533482025,27.673273199999997,43.68171495,0.48995834299999996,14,139,0.48995834299999996
plant_1,2020-05-18 15:00:00,16316.691964325,27.475132788095237,42.912243978571425,0.531226582,15,139,0.531226582
plant_1,2020-05-18 16:00:00,9050.29107145,27.395660899999996,36.44824796666666,0.29153992883333335,16,139,0.29153992883333335
plant_1,2020-05-18 17:00:00,3096.951339275,26.212608055952384,28.593954072619045,0.09719897547023806,17,139,0.09719897547023806
plant_1,2020-05-18 18:00:00,314.65758928500003,24.89978798333333,24.199809283333334,0.01165390506784995,18,139,0.01165390506784995
plant_1,2020-05-18 19:00:00,0.0,24.479608666666664,23.07689513333333,0.0,19,139,0.0
plant_1,2020-05-18 20:00:00,0.0,24.11428349166667,22.052794784523805,0.0,20,139,0.0
plant_1,2020-05-18 21:00:00,0.0,23.57697143333333,21.436995449999998,0.0,21,139,0.0
plant_1,2020-05-18 22:00:00,0.0,22.91703935238095,20.783325619047616,0.0,22,139,0.0
plant_1,2020-05-18 23:00:00,0.0,22.7539302,20.8525065,0.0,23,139,0.0
plant_1,2020-05-19 00:00:00,0.0,22.569811802380947,20.528161026190475,0.0,0,140,0.0
plant_1,2020-05-19 01:00:00,0.0,22.628986116666667,20.65906688333333,0.0,1,140,0.0
plant_1,2020-05-19 02:00:00,0.0,22.84524666309524,20.79563029642857,0.0,2,140,0.0
plant_1,2020-05-19 03:00:00,0.0,23.018200716666666,20.81359565,0.0,3,140,0.0
plant_1,2020-05-19 04:00:00,0.0,23.190629279761904,20.87247735357143,0.0,4,140,0.0
plant_1,2020-05-19 05:00:00,0.0,23.258594249999998,21.1526632,7.957945421665e-05,5,140,7.957945421665e-05
plant_1,2020-05-19 06:00:00,530.88125000625,23.410224386904762,22.44525894047619,0.018353297481666624,6,140,0.018353297481666624
plant_1,2020-05-19 07:00:00,5957.144196475,24.59851998333333,28.17446443333333,0.19582242541666664,7,140,0.19582242541666664
plant_1,2020-05-19 08:00:00,6887.954910725,25.443725348809522,32.419492394047616,0.22415173608809524,8,140,0.22415173608809524
plant_1,2020-05-19 09:00:00,14587.594642825,26.864864566666668,42.09147131666666,0.4959170546666666,9,140,0.4959170546666666
plant_1,2020-05-19 10:00:00,15944.082589275,27.75621028333333,43.61470402619047,0.5493137353452381,10,140,0.5493137353452381
plant_1,2020-05-19 11:00:00,15517.661706166667,28.25326722777778,45.474864930555555,0.5319547189999999,11,140,0.5319547189999999
plant_1,2020-05-19 12:00:00,22905.2583333,29.79805053333333,50.2430749,0.787080141,12,140,0.787080141
plant_1,2020-05-19 13:00:00,18939.955803625002,29.900670966666667,48.4894446,0.6253125728333334,13,140,0.6253125728333334
plant_1,2020-05-19 14:00:00,20651.58035695,30.17277315595238,49.776135800000006,0.6901497009404761,14,140,0.6901497009404761
plant_1,2020-05-19 15:00:00,13673.59910715,29.950729866666663,42.92621055,0.4474687416666666,15,140,0.4474687416666666
plant_1,2020-05-19 16:00:00,10035.907142875,29.67801833452381,39.509916108333336,0.3611488084523809,16,140,0.3611488084523809
plant_1,2020-05-19 17:00:00,2762.6129464225,28.363814249999997,31.20082445,0.11051163686666665,17,140,0.11051163686666665
plant_1,2020-05-19 18:00:00,0.43437499999999996,23.316263140476188,22.243057317857144,0.00047997434626663335,18,140,0.00047997434626663335
plant_1,2020-05-19 19:00:00,0.0,22.499559583333333,20.559704566666667,0.0,19,140,0.0
plant_1,2020-05-19 20:00:00,0.0,23.130025716666665,20.503182483333333,0.0,20,140,0.0
plant_1,2020-05-19 21:00:00,0.0,23.948110770238095,21.387568289285714,0.0,21,140,0.0
plant_1,2020-05-19 22:00:00,0.0,23.58156378333333,21.291150949999995,0.0,22,140,0.0
plant_1,2020-05-19 23:00:00,0.0,22.89346925357143,20.42818446904762,0.0,23,140,0.0
plant_1,2020-05-20 00:00:00,0.0,22.290050266666668,20.111283866666664,0.0,0,141,0.0
plant_1,2020-05-20 01:00:00,0.0,22.161183444047616,19.887477813095238,0.0,1,141,0.0
plant_1,2020-05-20 02:00:00,0.0,22.01137848333333,19.463808066666665,0.0,2,141,0.0
plant_1,2020-05-20 03:00:00,0.0,22.012319247619047,19.452436186904762,0.0,3,141,0.0
plant_1,2020-05-20 04:00:00,0.0,22.122256033333333,19.4709178,0.0,4,141,0.0
plant_1,2020-05-20 05:00:00,0.0,21.846556798809523,18.907921072619047,3.684209000000001e-06,5,141,3.684209000000001e-06
plant_1,2020-05-20 06:00:00,1177.1825893015,21.80262003333333,19.76662095,0.04088675475666662,6,141,0.04088675475666662
plant_1,2020-05-20 07:00:00,6402.7839286,23.197775357142856,25.18499513452381,0.23003979838095234,7,141,0.23003979838095234
plant_1,2020-05-20 08:00:00,13415.479464375,25.34270525,36.64516196666667,0.45933566699999995,8,141,0.45933566699999995
plant_1,2020-05-20 09:00:00,18595.89732145,27.10947146904762,44.00745019523809,0.6307187538452381,9,141,0.6307187538452381
plant_1,2020-05-20 10:00:00,23186.894196524998,28.52478485,50.13947648333333,0.7963303183333332,10,141,0.7963303183333332
plant_1,2020-05-20 11:00:00,25946.05267875,29.782175633333335,54.193612216666665,0.9001110031666666,11,141,0.9001110031666666
plant_1,2020-05-20 12:00:00,27325.8986605,31.023028686904766,58.387927010714286,0.9690397647261905,12,141,0.9690397647261905
plant_1,2020-05-20 13:00:00,25460.979226,31.45943844242424,56.55488405757576,0.9001322504545453,13,141,0.9001322504545453
plant_1,2020-05-20 17:00:00,3660.5080356999997,29.150322616666664,31.4666188,0.12404832316666665,17,141,0.12404832316666665
plant_1,2020-05-20 18:00:00,660.2093750015,27.77857989642857,26.925524027380952,0.022829525131273766,18,141,0.022829525131273766
plant_1,2020-05-20 19:00:00,0.0,26.233910533333333,23.549506649999998,0.0,19,141,0.0
plant_1,2020-05-20 20:00:00,0.0,25.394888816666665,22.467924566666667,0.0,20,141,0.0
plant_1,2020-05-20 21:00:00,0.0,24.73416100119048,21.87433841547619,0.0,21,141,0.0
plant_1,2020-05-20 22:00:00,0.0,24.19025290595238,21.44324423333333,0.0,22,141,0.0
plant_1,2020-05-21 07:00:00,7494.9,23.530553636363635,30.40324263636364,0.3223960490909091,7,142,0.3223960490909091
plant_1,2020-05-21 08:00:00,12920.261517925,24.739467366666666,37.702160066666664,0.44325642666666665,8,142,0.44325642666666665
plant_1,2020-05-21 09:00:00,19776.097767825,27.047764673809525,48.870910553571434,0.7028915417023809,9,142,0.7028915417023809
plant_1,2020-05-21 10:00:00,17933.296249625,28.462232999999998,50.964982083333325,0.6937580926666667,10,142,0.6937580926666667
plant_1,2020-05-21 11:00:00,25497.74330315,29.85705540714286,57.81069410833334,0.9209442712142858,11,142,0.9209442712142858
plant_1,2020-05-21 12:00:00,21382.785714625003,30.723835833333332,54.708423483333334,0.776878259,12,142,0.776878259
plant_1,2020-05-21 13:00:00,23835.03464285,31.539038739285715,55.88179280119048,0.8500099465595238,13,142,0.8500099465595238
plant_1,2020-05-21 14:00:00,18067.868303850002,31.86687515,50.3283804,0.6115290695,14,142,0.6115290695
plant_1,2020-05-21 15:00:00,15037.573958425,32.12127010714286,47.7096035654762,0.5086676949523808,15,142,0.5086676949523808
plant_1,2020-05-21 16:00:00,7633.7669643,30.945326766666668,37.849356533333335,0.2450269709,16,142,0.2450269709
plant_1,2020-05-21 17:00:00,1519.7816964325,29.28367758333333,29.507903570238096,0.04725485009166665,17,142,0.04725485009166665
plant_1,2020-05-21 18:00:00,207.67723214,27.549890116666667,26.0536448,0.0082264502778333,18,142,0.0082264502778333
plant_1,2020-05-21 19:00:00,0.0,26.273561976190475,24.026944217857142,0.0,19,142,0.0
plant_1,2020-05-21 20:00:00,0.0,25.228687,22.96982275,0.0,20,142,0.0
plant_1,2020-05-21 21:00:00,0.0,24.483799055952378,22.159342921428568,0.0,21,142,0.0
plant_1,2020-05-21 22:00:00,0.0,24.138509666666668,21.587924216666664,0.0,22,142,0.0
plant_1,2020-05-21 23:00:00,0.0,23.91243719404762,21.195494763095237,0.0,23,142,0.0
plant_1,2020-05-22 00:00:00,0.0,23.62829435,21.216041533333332,0.0,0,143,0.0
plant_1,2020-05-22 01:00:00,0.0,23.507252583333333,22.099617711904763,0.0,1,143,0.0
plant_1,2020-05-22 02:00:00,0.0,23.42935159880952,22.314399926190475,0.0,2,143,0.0
plant_1,2020-05-22 03:00:00,0.0,23.117065416666666,21.4549265,0.0,3,143,0.0
plant_1,2020-05-22 04:00:00,0.0,22.972063497619047,21.38420957857143,0.0,4,143,0.0
plant_1,2020-05-22 05:00:00,0.0,22.8479095,21.399191316666666,0.000266826762333325,5,143,0.000266826762333325
plant_1,2020-05-22 06:00:00,1534.4258928975,23.095605360714284,22.636385639285713,0.05194381590547615,6,143,0.05194381590547615
plant_1,2020-05-22 07:00:00,7574.01517855,24.11722005,29.693450783333333,0.27283301596666665,7,143,0.27283301596666665
plant_1,2020-05-22 08:00:00,8745.7433035,25.20296444761905,34.49204114404762,0.30174501195238096,8,143,0.30174501195238096
plant_1,2020-05-22 09:00:00,12165.643125025,26.615702399999996,38.09819853333333,0.3933977091666666,9,143,0.3933977091666666
plant_1,2020-05-22 10:00:00,16376.926339225,27.921672322619045,43.117950545238095,0.5765076142380952,10,143,0.5765076142380952
plant_1,2020-05-22 11:00:00,22024.643392375,29.524861666666666,51.96473235,0.8021581256666666,11,143,0.8021581256666666
plant_1,2020-05-22 12:00:00,23474.306250125,30.977001095238094,57.60786207380953,0.8808289983690476,12,143,0.8808289983690476
plant_1,2020-05-22 13:00:00,22485.00074445,31.67726688333333,56.1729512,0.787116728,13,143,0.787116728
plant_1,2020-05-22 14:00:00,21292.280356625,32.286646835714286,54.683532088095234,0.7392159658571429,14,143,0.7392159658571429
plant_1,2020-05-22 15:00:00,13405.663392925,32.47474150833334,48.41206835119048,0.4652432358452381,15,143,0.4652432358452381
plant_1,2020-05-22 16:00:00,5463.324553625,30.537190799999998,36.172486766666665,0.17767499149999993,16,143,0.17767499149999993
plant_1,2020-05-22 17:00:00,2206.550000045,29.199906978571427,30.77111201904762,0.0724919405928571,17,143,0.0724919405928571
plant_1,2020-05-22 18:00:00,209.00446428825,28.147688216666662,27.059440116666664,0.008356646485766625,18,143,0.008356646485766625
plant_1,2020-05-22 19:00:00,0.0,27.256123366666664,25.642492216666664,0.0,19,143,0.0
plant_1,2020-05-22 20:00:00,0.0,26.699791504761905,24.99967506428571,0.0,20,143,0.0
plant_1,2020-05-22 21:00:00,0.0,26.03650515,25.042627433333337,0.0,21,143,0.0
plant_1,2020-05-22 22:00:00,0.0,23.57489425357143,22.621067716666666,0.0,22,143,0.0
plant_1,2020-05-22 23:00:00,0.0,21.793151350000002,20.4367803,0.0,23,143,0.0
plant_1,2020-05-23 00:00:00,0.0,21.655995233333336,20.53416766904762,0.0,0,144,0.0
plant_1,2020-05-23 01:00:00,0.0,21.533191416666668,20.373434383333333,0.0,1,144,0.0
plant_1,2020-05-23 02:00:00,0.0,21.813507476190477,20.54169314047619,0.0,2,144,0.0
plant_1,2020-05-23 03:00:00,0.0,21.943901016666665,20.74042658333333,0.0,3,144,0.0
plant_1,2020-05-23 04:00:00,0.0,22.073265483333333,21.118209609523806,0.0,4,144,0.0
plant_1,2020-05-23 05:00:00,0.0,21.92008673333333,21.012809266666665,0.0,5,144,0.0
plant_1,2020-05-23 06:00:00,1419.49333332,22.344629916666666,22.08666241666667,0.0454442841666666,6,144,0.0454442841666666
plant_1,2020-05-23 07:00:00,5404.6254465249995,22.96647359642857,26.694234520238098,0.17861670604285715,7,144,0.17861670604285715
plant_1,2020-05-23 08:00:00,14317.512500025001,25.194889933333332,39.68144375,0.49443552649999994,8,144,0.49443552649999994
plant_1,2020-05-23 09:00:00,18474.21607135,27.368390041666668,46.074149996428574,0.6512008897500001,9,144,0.6512008897500001
plant_1,2020-05-23 10:00:00,19569.261160825,28.205914766666666,48.53599695,0.6851064511666667,10,144,0.6851064511666667
plant_1,2020-05-23 11:00:00,26037.875892625,29.71130791547619,57.357519714285715,0.9394699098928572,11,144,0.9394699098928572
plant_1,2020-05-23 12:00:00,25121.8383922,31.02895253333333,61.49207671666666,0.9243867435,12,144,0.9243867435
plant_1,2020-05-23 13:00:00,25208.152678500002,32.14111893333333,58.826104266666675,0.9026499993333333,13,144,0.9026499993333333
plant_1,2020-05-23 14:00:00,17793.86473235,32.77395768095238,53.2906561797619,0.6069630438690476,14,144,0.6069630438690476
plant_1,2020-05-23 15:00:00,16103.974107125,32.92367098333334,47.997737599999994,0.5139724243333333,15,144,0.5139724243333333
plant_1,2020-05-23 16:00:00,11821.058482225,32.53408778452381,45.21551344523809,0.4057750891666666,16,144,0.4057750891666666
plant_1,2020-05-23 17:00:00,5242.64999995,30.469380116666667,34.91620233333333,0.1779255627333333,17,144,0.1779255627333333
plant_1,2020-05-23 18:00:00,1021.16919644725,28.780811283333335,29.0618039202381,0.03479947948210235,18,144,0.03479947948210235
plant_1,2020-05-23 19:00:00,0.0,27.485154666666666,25.809593166666666,0.0,19,144,0.0
plant_1,2020-05-23 20:00:00,0.0,26.647221166666668,24.925855791666667,0.0,20,144,0.0
plant_1,2020-05-23 21:00:00,0.0,26.12653675555556,23.968815799999998,0.0,21,144,0.0
plant_1,2020-05-23 22:00:00,0.0,25.5640054,23.316331433333332,0.0,22,144,0.0
plant_1,2020-05-23 23:00:00,0.0,24.940095873809526,22.538089322619047,0.0,23,144,0.0
plant_1,2020-05-24 00:00:00,0.0,24.45264805833333,21.839049876190476,0.0,0,145,0.0
plant_1,2020-05-24 01:00:00,0.0,24.30246935,22.170725360714286,0.0,1,145,0.0
plant_1,2020-05-24 02:00:00,0.0,24.419165049999997,22.345417716666667,0.0,2,145,0.0
plant_1,2020-05-24 03:00:00,0.0,23.98014059047619,21.35209923214286,0.0,3,145,0.0
plant_1,2020-05-24 04:00:00,0.0,23.8138509,21.240207416666667,0.0,4,145,0.0
plant_1,2020-05-24 05:00:00,0.0,23.419822979761907,20.33128835833333,0.00015498005066665,5,145,0.00015498005066665
plant_1,2020-05-24 06:00:00,1304.501785728,23.54794005,21.682673700000002,0.04433136856833332,6,145,0.04433136856833332
plant_1,2020-05-24 07:00:00,6160.5107142,25.14631604404762,29.491129690476185,0.2370869135833333,7,145,0.2370869135833333
plant_1,2020-05-24 08:00:00,11964.18437495,26.496342466666665,37.10426285,0.4083468753333333,8,145,0.4083468753333333
plant_1,2020-05-24 09:00:00,15553.22142865,27.571660245238093,42.08941777857143,0.5164013111666667,9,145,0.5164013111666667
plant_1,2020-05-24 10:00:00,19757.70089295,28.8105489,46.63701471666667,0.6915071745,10,145,0.6915071745
plant_1,2020-05-24 11:00:00,24207.755803725002,30.448671817857143,56.750689767857146,0.8648312350833333,11,145,0.8648312350833333
plant_1,2020-05-24 12:00:00,25845.58482125,31.738319266666664,60.107316333333344,0.958445879,12,145,0.958445879
plant_1,2020-05-24 13:00:00,24292.331249825,32.94483433928571,60.45155063928571,0.8748722549404762,13,145,0.8748722549404762
plant_1,2020-05-24 14:00:00,20013.441517975,33.60884705,56.511063083333326,0.7526318096666667,14,145,0.7526318096666667
plant_1,2020-05-24 15:00:00,11661.825,33.40508370119048,48.11556207738094,0.40361039308333335,15,145,0.40361039308333335
plant_1,2020-05-24 16:00:00,8487.37455355,32.883561150000006,40.08480376666667,0.28074439149999997,16,145,0.28074439149999997
plant_1,2020-05-24 17:00:00,5102.262499949999,32.16733534166667,36.56946771190476,0.18004262501071425,17,145,0.18004262501071425
plant_1,2020-05-24 18:00:00,603.7580357100001,29.9501348,28.740227266666665,0.0212878470783333,18,145,0.0212878470783333
plant_1,2020-05-24 19:00:00,0.0,28.246910939285712,26.278824442857143,0.0,19,145,0.0
plant_1,2020-05-24 20:00:00,0.0,27.084617083333335,25.64338745,0.0,20,145,0.0
plant_1,2020-05-24 21:00:00,0.0,25.790709704761905,23.78835332857143,0.0,21,145,0.0
plant_1,2020-05-24 22:00:00,0.0,24.66484481666667,23.21441288333333,0.0,22,145,0.0
plant_1,2020-05-24 23:00:00,0.0,24.108015670238093,22.946120139285714,0.0,23,145,0.0
plant_1,2020-05-25 00:00:00,0.0,23.67953598333333,22.616472950000002,0.0,0,146,0.0
plant_1,2020-05-25 01:00:00,0.0,23.793860658333337,22.630734195238094,0.0,1,146,0.0
plant_1,2020-05-25 02:00:00,0.0,23.673393216666664,22.514745033333334,0.0,2,146,0.0
plant_1,2020-05-25 03:00:00,0.0,23.54819785238095,22.266695639285714,0.0,3,146,0.0
plant_1,2020-05-25 04:00:00,0.0,23.433653266666667,22.146270266666665,0.0,4,146,0.0
plant_1,2020-05-25 05:00:00,0.0,23.202136799999995,21.25744831111111,0.0,5,146,0.0
plant_1,2020-05-25 06:00:00,1232.5553571225,23.18727401043956,21.829703397985348,0.045310666757051254,6,146,0.045310666757051254
plant_1,2020-05-25 07:00:00,5681.5236606749995,24.136750783333333,26.885045816666665,0.20911412983333327,7,146,0.20911412983333327
plant_1,2020-05-25 08:00:00,12655.096875025,25.43542060952381,37.58152262738095,0.4371036139642857,8,146,0.4371036139642857
plant_1,2020-05-25 09:00:00,19789.4129465,27.852421016666668,48.59190018333334,0.6916181106666667,9,146,0.6916181106666667
plant_1,2020-05-25 10:00:00,23527.5549109,29.32791857142857,54.91318447857143,0.847770457404762,10,146,0.847770457404762
plant_1,2020-05-25 11:00:00,26121.4129465,30.99183553333333,59.55268804999999,0.937201793,11,146,0.937201793
plant_1,2020-05-25 12:00:00,26869.81517925,32.07275245833333,59.16123945,0.9656088658214286,12,146,0.9656088658214286
plant_1,2020-05-25 13:00:00,25356.0965775,33.239346947619055,60.15347582142858,0.9008903854404762,13,146,0.9008903854404762
plant_1,2020-05-25 14:00:00,22260.9071423,33.67912736190476,57.409194773809524,0.7910178290357142,14,146,0.7910178290357142
